x_ref,y_ref,yaw_ref
-15.628141,5.628141,-0.785398
-15.577889,5.577889,-0.785398
-15.527638,5.527638,-0.785398
-15.477387,5.477387,-0.785398
-15.427136,5.427136,-0.785398
-15.376884,5.376884,-0.785398
-15.326633,5.326633,-0.785398
-15.276382,5.276382,-0.785398
-15.226131,5.226131,-0.785398
-15.175879,5.175879,-0.785398
-15.125628,5.125628,-0.785398
-15.075377,5.075377,-0.785398
-15.025126,5.025126,-0.785398
-14.974874,4.974874,-0.785398
-14.924623,4.924623,-0.785398
-14.874372,4.874372,-0.785398
-14.824121,4.824121,-0.785398
-14.773869,4.773869,-0.785398
-14.723618,4.723618,-0.785398
-14.673367,4.673367,-0.785398
-14.623116,4.623116,-0.785398
-14.572864,4.572864,-0.785398
-14.522613,4.522613,-0.785398
-14.472362,4.472362,-0.785398
-14.422111,4.422111,-0.785398
-14.371859,4.371859,-0.785398
-14.321608,4.321608,-0.785398
-14.271357,4.271357,-0.785398
-14.221106,4.221106,-0.785398
-14.170854,4.170854,-0.785398
-14.120603,4.120603,-0.785398
-14.070352,4.070352,-0.785398
-14.020101,4.020101,-0.785398
-13.969849,3.969849,-0.785398
-13.919598,3.919598,-0.785398
-13.869347,3.869347,-0.785398
-13.819095,3.819095,-0.785398
-13.768844,3.768844,-0.785398
-13.718593,3.718593,-0.785398
-13.668342,3.668342,-0.785398
-13.618090,3.618090,-0.785398
-13.567839,3.567839,-0.785398
-13.517588,3.517588,-0.785398
-13.467337,3.467337,-0.785398
-13.417085,3.417085,-0.785398
-13.366834,3.366834,-0.785398
-13.316583,3.316583,-0.785398
-13.266332,3.266332,-0.785398
-13.216080,3.216080,-0.785398
-13.165829,3.165829,-0.785398
-13.115578,3.115578,-0.785398
-13.065327,3.065327,-0.785398
-13.015075,3.015075,-0.785398
-12.964824,2.964824,-0.785398
-12.914573,2.914573,-0.785398
-12.864322,2.864322,-0.785398
-12.814070,2.814070,-0.785398
-12.763819,2.763819,-0.785398
-12.713568,2.713568,-0.785398
-12.663317,2.663317,-0.785398
-12.613065,2.613065,-0.785398
-12.562814,2.562814,-0.785398
-12.512563,2.512563,-0.785398
-12.462312,2.462312,-0.785398
-12.412060,2.412060,-0.785398
-12.361809,2.361809,-0.785398
-12.311558,2.311558,-0.785398
-12.261307,2.261307,-0.785398
-12.211055,2.211055,-0.785398
-12.160804,2.160804,-0.785398
-12.110553,2.110553,-0.785398
-12.060302,2.060302,-0.785398
-12.010050,2.010050,-0.785398
-11.959799,1.959799,-0.785398
-11.909548,1.909548,-0.785398
-11.859296,1.859296,-0.785398
-11.809045,1.809045,-0.785398
-11.758794,1.758794,-0.785398
-11.708543,1.708543,-0.785398
-11.658291,1.658291,-0.785398
-11.608040,1.608040,-0.785398
-11.557789,1.557789,-0.785398
-11.507538,1.507538,-0.785398
-11.457286,1.457286,-0.785398
-11.407035,1.407035,-0.785398
-11.356784,1.356784,-0.785398
-11.306533,1.306533,-0.785398
-11.256281,1.256281,-0.785398
-11.206030,1.206030,-0.785398
-11.155779,1.155779,-0.785398
-11.105528,1.105528,-0.785398
-11.055276,1.055276,-0.785398
-11.005025,1.005025,-0.785398
-10.954774,0.954774,-0.785398
-10.904523,0.904523,-0.785398
-10.854271,0.854271,-0.785398
-10.804020,0.804020,-0.785398
-10.753769,0.753769,-0.785398
-10.703518,0.703518,-0.785398
-10.653266,0.653266,-0.785398
-10.603015,0.603015,-0.785398
-10.552764,0.552764,-0.785398
-10.502513,0.502513,-0.785398
-10.452261,0.452261,-0.785398
-10.402010,0.402010,-0.785398
-10.351759,0.351759,-0.785398
-10.301508,0.301508,-0.785398
-10.251256,0.251256,-0.785398
-10.201005,0.201005,-0.785398
-10.150754,0.150754,-0.785398
-10.100503,0.100503,-0.785398
-10.050251,0.050251,-0.785398
-10.000000,0.000000,-0.785398
-10.000000,0.000000,0.000000
-9.949749,0.000000,0.000000
-9.899497,0.000000,0.000000
-9.849246,0.000000,0.000000
-9.798995,0.000000,0.000000
-9.748744,0.000000,0.000000
-9.698492,0.000000,0.000000
-9.648241,0.000000,0.000000
-9.597990,0.000000,0.000000
-9.547739,0.000000,0.000000
-9.497487,0.000000,0.000000
-9.447236,0.000000,0.000000
-9.396985,0.000000,0.000000
-9.346734,0.000000,0.000000
-9.296482,0.000000,0.000000
-9.246231,0.000000,0.000000
-9.195980,0.000000,0.000000
-9.145729,0.000000,0.000000
-9.095477,0.000000,0.000000
-9.045226,0.000000,0.000000
-8.994975,0.000000,0.000000
-8.944724,0.000000,0.000000
-8.894472,0.000000,0.000000
-8.844221,0.000000,0.000000
-8.793970,0.000000,0.000000
-8.743719,0.000000,0.000000
-8.693467,0.000000,0.000000
-8.643216,0.000000,0.000000
-8.592965,0.000000,0.000000
-8.542714,0.000000,0.000000
-8.492462,0.000000,0.000000
-8.442211,0.000000,0.000000
-8.391960,0.000000,0.000000
-8.341709,0.000000,0.000000
-8.291457,0.000000,0.000000
-8.241206,0.000000,0.000000
-8.190955,0.000000,0.000000
-8.140704,0.000000,0.000000
-8.090452,0.000000,0.000000
-8.040201,0.000000,0.000000
-7.989950,0.000000,0.000000
-7.939698,0.000000,0.000000
-7.889447,0.000000,0.000000
-7.839196,0.000000,0.000000
-7.788945,0.000000,0.000000
-7.738693,0.000000,0.000000
-7.688442,0.000000,0.000000
-7.638191,0.000000,0.000000
-7.587940,0.000000,0.000000
-7.537688,0.000000,0.000000
-7.487437,0.000000,0.000000
-7.437186,0.000000,0.000000
-7.386935,0.000000,0.000000
-7.336683,0.000000,0.000000
-7.286432,0.000000,0.000000
-7.236181,0.000000,0.000000
-7.185930,0.000000,0.000000
-7.135678,0.000000,0.000000
-7.085427,0.000000,0.000000
-7.035176,0.000000,0.000000
-6.984925,0.000000,0.000000
-6.934673,0.000000,0.000000
-6.884422,0.000000,0.000000
-6.834171,0.000000,0.000000
-6.783920,0.000000,0.000000
-6.733668,0.000000,0.000000
-6.683417,0.000000,0.000000
-6.633166,0.000000,0.000000
-6.582915,0.000000,0.000000
-6.532663,0.000000,0.000000
-6.482412,0.000000,0.000000
-6.432161,0.000000,0.000000
-6.381910,0.000000,0.000000
-6.331658,0.000000,0.000000
-6.281407,0.000000,0.000000
-6.231156,0.000000,0.000000
-6.180905,0.000000,0.000000
-6.130653,0.000000,0.000000
-6.080402,0.000000,0.000000
-6.030151,0.000000,0.000000
-5.979899,0.000000,0.000000
-5.929648,0.000000,0.000000
-5.879397,0.000000,0.000000
-5.829146,0.000000,0.000000
-5.778894,0.000000,0.000000
-5.728643,0.000000,0.000000
-5.678392,0.000000,0.000000
-5.628141,0.000000,0.000000
-5.577889,0.000000,0.000000
-5.527638,0.000000,0.000000
-5.477387,0.000000,0.000000
-5.427136,0.000000,0.000000
-5.376884,0.000000,0.000000
-5.326633,0.000000,0.000000
-5.276382,0.000000,0.000000
-5.226131,0.000000,0.000000
-5.175879,0.000000,0.000000
-5.125628,0.000000,0.000000
-5.075377,0.000000,0.000000
-5.025126,0.000000,0.000000
-4.974874,0.000000,0.000000
-4.924623,0.000000,0.000000
-4.874372,0.000000,0.000000
-4.824121,0.000000,0.000000
-4.773869,0.000000,0.000000
-4.723618,0.000000,0.000000
-4.673367,0.000000,0.000000
-4.623116,0.000000,0.000000
-4.572864,0.000000,0.000000
-4.522613,0.000000,0.000000
-4.472362,0.000000,0.000000
-4.422111,0.000000,0.000000
-4.371859,0.000000,0.000000
-4.321608,0.000000,0.000000
-4.271357,0.000000,0.000000
-4.221106,0.000000,0.000000
-4.170854,0.000000,0.000000
-4.120603,0.000000,0.000000
-4.070352,0.000000,0.000000
-4.020101,0.000000,0.000000
-3.969849,0.000000,0.000000
-3.919598,0.000000,0.000000
-3.869347,0.000000,0.000000
-3.819095,0.000000,0.000000
-3.768844,0.000000,0.000000
-3.718593,0.000000,0.000000
-3.668342,0.000000,0.000000
-3.618090,0.000000,0.000000
-3.567839,0.000000,0.000000
-3.517588,0.000000,0.000000
-3.467337,0.000000,0.000000
-3.417085,0.000000,0.000000
-3.366834,0.000000,0.000000
-3.316583,0.000000,0.000000
-3.266332,0.000000,0.000000
-3.216080,0.000000,0.000000
-3.165829,0.000000,0.000000
-3.115578,0.000000,0.000000
-3.065327,0.000000,0.000000
-3.015075,0.000000,0.000000
-2.964824,0.000000,0.000000
-2.914573,0.000000,0.000000
-2.864322,0.000000,0.000000
-2.814070,0.000000,0.000000
-2.763819,0.000000,0.000000
-2.713568,0.000000,0.000000
-2.663317,0.000000,0.000000
-2.613065,0.000000,0.000000
-2.562814,0.000000,0.000000
-2.512563,0.000000,0.000000
-2.462312,0.000000,0.000000
-2.412060,0.000000,0.000000
-2.361809,0.000000,0.000000
-2.311558,0.000000,0.000000
-2.261307,0.000000,0.000000
-2.211055,0.000000,0.000000
-2.160804,0.000000,0.000000
-2.110553,0.000000,0.000000
-2.060302,0.000000,0.000000
-2.010050,0.000000,0.000000
-1.959799,0.000000,0.000000
-1.909548,0.000000,0.000000
-1.859296,0.000000,0.000000
-1.809045,0.000000,0.000000
-1.758794,0.000000,0.000000
-1.708543,0.000000,0.000000
-1.658291,0.000000,0.000000
-1.608040,0.000000,0.000000
-1.557789,0.000000,0.000000
-1.507538,0.000000,0.000000
-1.457286,0.000000,0.000000
-1.407035,0.000000,0.000000
-1.356784,0.000000,0.000000
-1.306533,0.000000,0.000000
-1.256281,0.000000,0.000000
-1.206030,0.000000,0.000000
-1.155779,0.000000,0.000000
-1.105528,0.000000,0.000000
-1.055276,0.000000,0.000000
-1.005025,0.000000,0.000000
-0.954774,0.000000,0.000000
-0.904523,0.000000,0.000000
-0.854271,0.000000,0.000000
-0.804020,0.000000,0.000000
-0.753769,0.000000,0.000000
-0.703518,0.000000,0.000000
-0.653266,0.000000,0.000000
-0.603015,0.000000,0.000000
-0.552764,0.000000,0.000000
-0.502513,0.000000,0.000000
-0.452261,0.000000,0.000000
-0.402010,0.000000,0.000000
-0.351759,0.000000,0.000000
-0.301508,0.000000,0.000000
-0.251256,0.000000,0.000000
-0.201005,0.000000,0.000000
-0.150754,0.000000,0.000000
-0.100503,0.000000,0.000000
-0.050251,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,1.047198
0.025126,0.043519,1.047198
0.050251,0.087038,1.047198
0.075377,0.130557,1.047198
0.100503,0.174075,1.047198
0.125628,0.217594,1.047198
0.150754,0.261113,1.047198
0.175879,0.304632,1.047198
0.201005,0.348151,1.047198
0.226131,0.391670,1.047198
0.251256,0.435189,1.047198
0.276382,0.478708,1.047198
0.301508,0.522226,1.047198
0.326633,0.565745,1.047198
0.351759,0.609264,1.047198
0.376884,0.652783,1.047198
0.402010,0.696302,1.047198
0.427136,0.739821,1.047198
0.452261,0.783340,1.047198
0.477387,0.826858,1.047198
0.502513,0.870377,1.047198
0.527638,0.913896,1.047198
0.552764,0.957415,1.047198
0.577889,1.000934,1.047198
0.603015,1.044453,1.047198
0.628141,1.087972,1.047198
0.653266,1.131490,1.047198
0.678392,1.175009,1.047198
0.703518,1.218528,1.047198
0.728643,1.262047,1.047198
0.753769,1.305566,1.047198
0.778894,1.349085,1.047198
0.804020,1.392604,1.047198
0.829146,1.436123,1.047198
0.854271,1.479641,1.047198
0.879397,1.523160,1.047198
0.904523,1.566679,1.047198
0.929648,1.610198,1.047198
0.954774,1.653717,1.047198
0.979899,1.697236,1.047198
1.005025,1.740755,1.047198
1.030151,1.784273,1.047198
1.055276,1.827792,1.047198
1.080402,1.871311,1.047198
1.105528,1.914830,1.047198
1.130653,1.958349,1.047198
1.155779,2.001868,1.047198
1.180905,2.045387,1.047198
1.206030,2.088905,1.047198
1.231156,2.132424,1.047198
1.256281,2.175943,1.047198
1.281407,2.219462,1.047198
1.306533,2.262981,1.047198
1.331658,2.306500,1.047198
1.356784,2.350019,1.047198
1.381910,2.393538,1.047198
1.407035,2.437056,1.047198
1.432161,2.480575,1.047198
1.457286,2.524094,1.047198
1.482412,2.567613,1.047198
1.507538,2.611132,1.047198
1.532663,2.654651,1.047198
1.557789,2.698170,1.047198
1.582915,2.741688,1.047198
1.608040,2.785207,1.047198
1.633166,2.828726,1.047198
1.658291,2.872245,1.047198
1.683417,2.915764,1.047198
1.708543,2.959283,1.047198
1.733668,3.002802,1.047198
1.758794,3.046321,1.047198
1.783920,3.089839,1.047198
1.809045,3.133358,1.047198
1.834171,3.176877,1.047198
1.859296,3.220396,1.047198
1.884422,3.263915,1.047198
1.909548,3.307434,1.047198
1.934673,3.350953,1.047198
1.959799,3.394471,1.047198
1.984925,3.437990,1.047198
2.010050,3.481509,1.047198
2.035176,3.525028,1.047198
2.060302,3.568547,1.047198
2.085427,3.612066,1.047198
2.110553,3.655585,1.047198
2.135678,3.699103,1.047198
2.160804,3.742622,1.047198
2.185930,3.786141,1.047198
2.211055,3.829660,1.047198
2.236181,3.873179,1.047198
2.261307,3.916698,1.047198
2.286432,3.960217,1.047198
2.311558,4.003736,1.047198
2.336683,4.047254,1.047198
2.361809,4.090773,1.047198
2.386935,4.134292,1.047198
2.412060,4.177811,1.047198
2.437186,4.221330,1.047198
2.462312,4.264849,1.047198
2.487437,4.308368,1.047198
2.512563,4.351886,1.047198
2.537688,4.395405,1.047198
2.562814,4.438924,1.047198
2.587940,4.482443,1.047198
2.613065,4.525962,1.047198
2.638191,4.569481,1.047198
2.663317,4.613000,1.047198
2.688442,4.656519,1.047198
2.713568,4.700037,1.047198
2.738693,4.743556,1.047198
2.763819,4.787075,1.047198
2.788945,4.830594,1.047198
2.814070,4.874113,1.047198
2.839196,4.917632,1.047198
2.864322,4.961151,1.047198
2.889447,5.004669,1.047198
2.914573,5.048188,1.047198
2.939698,5.091707,1.047198
2.964824,5.135226,1.047198
2.989950,5.178745,1.047198
3.015075,5.222264,1.047198
3.040201,5.265783,1.047198
3.065327,5.309301,1.047198
3.090452,5.352820,1.047198
3.115578,5.396339,1.047198
3.140704,5.439858,1.047198
3.165829,5.483377,1.047198
3.190955,5.526896,1.047198
3.216080,5.570415,1.047198
3.241206,5.613934,1.047198
3.266332,5.657452,1.047198
3.291457,5.700971,1.047198
3.316583,5.744490,1.047198
3.341709,5.788009,1.047198
3.366834,5.831528,1.047198
3.391960,5.875047,1.047198
3.417085,5.918566,1.047198
3.442211,5.962084,1.047198
3.467337,6.005603,1.047198
3.492462,6.049122,1.047198
3.517588,6.092641,1.047198
3.542714,6.136160,1.047198
3.567839,6.179679,1.047198
3.592965,6.223198,1.047198
3.618090,6.266716,1.047198
3.643216,6.310235,1.047198
3.668342,6.353754,1.047198
3.693467,6.397273,1.047198
3.718593,6.440792,1.047198
3.743719,6.484311,1.047198
3.768844,6.527830,1.047198
3.793970,6.571349,1.047198
3.819095,6.614867,1.047198
3.844221,6.658386,1.047198
3.869347,6.701905,1.047198
3.894472,6.745424,1.047198
3.919598,6.788943,1.047198
3.944724,6.832462,1.047198
3.969849,6.875981,1.047198
3.994975,6.919499,1.047198
4.020101,6.963018,1.047198
4.045226,7.006537,1.047198
4.070352,7.050056,1.047198
4.095477,7.093575,1.047198
4.120603,7.137094,1.047198
4.145729,7.180613,1.047198
4.170854,7.224132,1.047198
4.195980,7.267650,1.047198
4.221106,7.311169,1.047198
4.246231,7.354688,1.047198
4.271357,7.398207,1.047198
4.296482,7.441726,1.047198
4.321608,7.485245,1.047198
4.346734,7.528764,1.047198
4.371859,7.572282,1.047198
4.396985,7.615801,1.047198
4.422111,7.659320,1.047198
4.447236,7.702839,1.047198
4.472362,7.746358,1.047198
4.497487,7.789877,1.047198
4.522613,7.833396,1.047198
4.547739,7.876914,1.047198
4.572864,7.920433,1.047198
4.597990,7.963952,1.047198
4.623116,8.007471,1.047198
4.648241,8.050990,1.047198
4.673367,8.094509,1.047198
4.698492,8.138028,1.047198
4.723618,8.181547,1.047198
4.748744,8.225065,1.047198
4.773869,8.268584,1.047198
4.798995,8.312103,1.047198
4.824121,8.355622,1.047198
4.849246,8.399141,1.047198
4.874372,8.442660,1.047198
4.899497,8.486179,1.047198
4.924623,8.529697,1.047198
4.949749,8.573216,1.047198
4.974874,8.616735,1.047198
5.000000,8.660254,1.047198
5.000000,8.660254,-1.047198
5.025126,8.616735,-1.047198
5.050251,8.573216,-1.047198
5.075377,8.529697,-1.047198
5.100503,8.486179,-1.047198
5.125628,8.442660,-1.047198
5.150754,8.399141,-1.047198
5.175879,8.355622,-1.047198
5.201005,8.312103,-1.047198
5.226131,8.268584,-1.047198
5.251256,8.225065,-1.047198
5.276382,8.181547,-1.047198
5.301508,8.138028,-1.047198
5.326633,8.094509,-1.047198
5.351759,8.050990,-1.047198
5.376884,8.007471,-1.047198
5.402010,7.963952,-1.047198
5.427136,7.920433,-1.047198
5.452261,7.876914,-1.047198
5.477387,7.833396,-1.047198
5.502513,7.789877,-1.047198
5.527638,7.746358,-1.047198
5.552764,7.702839,-1.047198
5.577889,7.659320,-1.047198
5.603015,7.615801,-1.047198
5.628141,7.572282,-1.047198
5.653266,7.528764,-1.047198
5.678392,7.485245,-1.047198
5.703518,7.441726,-1.047198
5.728643,7.398207,-1.047198
5.753769,7.354688,-1.047198
5.778894,7.311169,-1.047198
5.804020,7.267650,-1.047198
5.829146,7.224132,-1.047198
5.854271,7.180613,-1.047198
5.879397,7.137094,-1.047198
5.904523,7.093575,-1.047198
5.929648,7.050056,-1.047198
5.954774,7.006537,-1.047198
5.979899,6.963018,-1.047198
6.005025,6.919499,-1.047198
6.030151,6.875981,-1.047198
6.055276,6.832462,-1.047198
6.080402,6.788943,-1.047198
6.105528,6.745424,-1.047198
6.130653,6.701905,-1.047198
6.155779,6.658386,-1.047198
6.180905,6.614867,-1.047198
6.206030,6.571349,-1.047198
6.231156,6.527830,-1.047198
6.256281,6.484311,-1.047198
6.281407,6.440792,-1.047198
6.306533,6.397273,-1.047198
6.331658,6.353754,-1.047198
6.356784,6.310235,-1.047198
6.381910,6.266716,-1.047198
6.407035,6.223198,-1.047198
6.432161,6.179679,-1.047198
6.457286,6.136160,-1.047198
6.482412,6.092641,-1.047198
6.507538,6.049122,-1.047198
6.532663,6.005603,-1.047198
6.557789,5.962084,-1.047198
6.582915,5.918566,-1.047198
6.608040,5.875047,-1.047198
6.633166,5.831528,-1.047198
6.658291,5.788009,-1.047198
6.683417,5.744490,-1.047198
6.708543,5.700971,-1.047198
6.733668,5.657452,-1.047198
6.758794,5.613934,-1.047198
6.783920,5.570415,-1.047198
6.809045,5.526896,-1.047198
6.834171,5.483377,-1.047198
6.859296,5.439858,-1.047198
6.884422,5.396339,-1.047198
6.909548,5.352820,-1.047198
6.934673,5.309301,-1.047198
6.959799,5.265783,-1.047198
6.984925,5.222264,-1.047198
7.010050,5.178745,-1.047198
7.035176,5.135226,-1.047198
7.060302,5.091707,-1.047198
7.085427,5.048188,-1.047198
7.110553,5.004669,-1.047198
7.135678,4.961151,-1.047198
7.160804,4.917632,-1.047198
7.185930,4.874113,-1.047198
7.211055,4.830594,-1.047198
7.236181,4.787075,-1.047198
7.261307,4.743556,-1.047198
7.286432,4.700037,-1.047198
7.311558,4.656519,-1.047198
7.336683,4.613000,-1.047198
7.361809,4.569481,-1.047198
7.386935,4.525962,-1.047198
7.412060,4.482443,-1.047198
7.437186,4.438924,-1.047198
7.462312,4.395405,-1.047198
7.487437,4.351886,-1.047198
7.512563,4.308368,-1.047198
7.537688,4.264849,-1.047198
7.562814,4.221330,-1.047198
7.587940,4.177811,-1.047198
7.613065,4.134292,-1.047198
7.638191,4.090773,-1.047198
7.663317,4.047254,-1.047198
7.688442,4.003736,-1.047198
7.713568,3.960217,-1.047198
7.738693,3.916698,-1.047198
7.763819,3.873179,-1.047198
7.788945,3.829660,-1.047198
7.814070,3.786141,-1.047198
7.839196,3.742622,-1.047198
7.864322,3.699103,-1.047198
7.889447,3.655585,-1.047198
7.914573,3.612066,-1.047198
7.939698,3.568547,-1.047198
7.964824,3.525028,-1.047198
7.989950,3.481509,-1.047198
8.015075,3.437990,-1.047198
8.040201,3.394471,-1.047198
8.065327,3.350953,-1.047198
8.090452,3.307434,-1.047198
8.115578,3.263915,-1.047198
8.140704,3.220396,-1.047198
8.165829,3.176877,-1.047198
8.190955,3.133358,-1.047198
8.216080,3.089839,-1.047198
8.241206,3.046321,-1.047198
8.266332,3.002802,-1.047198
8.291457,2.959283,-1.047198
8.316583,2.915764,-1.047198
8.341709,2.872245,-1.047198
8.366834,2.828726,-1.047198
8.391960,2.785207,-1.047198
8.417085,2.741688,-1.047198
8.442211,2.698170,-1.047198
8.467337,2.654651,-1.047198
8.492462,2.611132,-1.047198
8.517588,2.567613,-1.047198
8.542714,2.524094,-1.047198
8.567839,2.480575,-1.047198
8.592965,2.437056,-1.047198
8.618090,2.393538,-1.047198
8.643216,2.350019,-1.047198
8.668342,2.306500,-1.047198
8.693467,2.262981,-1.047198
8.718593,2.219462,-1.047198
8.743719,2.175943,-1.047198
8.768844,2.132424,-1.047198
8.793970,2.088905,-1.047198
8.819095,2.045387,-1.047198
8.844221,2.001868,-1.047198
8.869347,1.958349,-1.047198
8.894472,1.914830,-1.047198
8.919598,1.871311,-1.047198
8.944724,1.827792,-1.047198
8.969849,1.784273,-1.047198
8.994975,1.740755,-1.047198
9.020101,1.697236,-1.047198
9.045226,1.653717,-1.047198
9.070352,1.610198,-1.047198
9.095477,1.566679,-1.047198
9.120603,1.523160,-1.047198
