[x_ref,y_ref,yaw_ref]
15.9749,-5.26601,-1.43647
15.9786,-5.29321,-1.43647
15.9823,-5.3204,-1.43647
15.9859,-5.34759,-1.43647
15.9896,-5.37478,-1.43647
15.9933,-5.40198,-1.43647
15.997,-5.42917,-1.43647
16.0006,-5.45636,-1.43647
16.0043,-5.48355,-1.43647
16.008,-5.51075,-1.43647
16.0117,-5.53794,-1.43647
16.0153,-5.56513,-1.43647
16.019,-5.59232,-1.43647
16.0227,-5.61952,-1.43647
16.0264,-5.64671,-1.43647
16.03,-5.6739,-1.43647
16.0337,-5.70109,-1.43647
16.0374,-5.72829,-1.43647
16.0411,-5.75548,-1.43647
16.0447,-5.78267,-1.43647
16.0484,-5.80986,-1.43647
16.0521,-5.83705,-1.43647
16.0558,-5.86425,-1.43647
16.0594,-5.89144,-1.43647
16.0631,-5.91863,-1.43647
16.0668,-5.94582,-1.43647
16.0705,-5.97302,-1.43647
16.0741,-6.00021,-1.43647
16.0778,-6.0274,-1.43647
16.0815,-6.05459,-1.43647
16.0852,-6.08179,-1.43647
16.0888,-6.10898,-1.43647
16.0925,-6.13617,-1.43647
16.0962,-6.16336,-1.43647
16.0999,-6.19056,-1.43647
16.1035,-6.21775,-1.43647
16.1072,-6.24494,-1.43647
16.1109,-6.27213,-1.43647
16.1146,-6.29933,-1.43647
